187131, 1, 20250112210531.973982
187191, 1, 20250112210532.974029
187251, 1, 20250112210533.974034
187311, 1, 20250112210534.973978
187371, 1, 20250112210535.974003
187431, 1, 20250112210536.974020
187491, 1, 20250112210537.974051
187551, 1, 20250112210538.974083
187611, 1, 20250112210539.974131
187671, 1, 20250112210540.974134
187731, 1, 20250112210541.974167
187791, 1, 20250112210542.974208
187851, 1, 20250112210543.974231
187911, 1, 20250112210544.974255
187971, 1, 20250112210545.974280
188031, 1, 20250112210546.974315
188091, 1, 20250112210547.974345
188151, 1, 20250112210548.974387
188211, 1, 20250112210549.974416
188271, 1, 20250112210550.974443
188331, 1, 20250112210551.974471
188391, 1, 20250112210552.974482
188451, 1, 20250112210553.974522
188511, 1, 20250112210554.974555
188571, 1, 20250112210555.974576
188631, 1, 20250112210556.974610
188691, 1, 20250112210557.974637
188751, 1, 20250112210558.974680
188811, 1, 20250112210559.974711
188871, 1, 20250112210600.974721
188931, 1, 20250112210601.974747
188991, 1, 20250112210602.974791
189051, 1, 20250112210603.974817
189111, 1, 20250112210604.974838
189171, 1, 20250112210605.974871
189231, 1, 20250112210606.974900
189291, 1, 20250112210607.974925
189351, 1, 20250112210608.974973
189411, 1, 20250112210609.975011
189471, 1, 20250112210610.975023
189531, 1, 20250112210611.975045
189591, 1, 20250112210612.975087
189651, 1, 20250112210613.975104
189711, 1, 20250112210614.975134
189771, 1, 20250112210615.975161
189831, 1, 20250112210616.975183
189891, 1, 20250112210617.975217
189951, 1, 20250112210618.975255
190011, 1, 20250112210619.975280
190071, 1, 20250112210620.975311
190131, 1, 20250112210621.975336
190191, 1, 20250112210622.975235
190251, 1, 20250112210623.975252
190311, 1, 20250112210624.975294
190371, 1, 20250112210625.975312
190431, 1, 20250112210626.975331
190491, 1, 20250112210627.975380
190551, 1, 20250112210628.975398
190611, 1, 20250112210629.975418
