392291, 1, 20241222130934.914063
392351, 1, 20241222130935.914081
392411, 1, 20241222130936.914123
392471, 1, 20241222130937.914153
392531, 1, 20241222130938.914167
392591, 1, 20241222130939.914216
392651, 1, 20241222130940.914230
392711, 1, 20241222130941.914259
392771, 1, 20241222130942.914292
392831, 1, 20241222130943.914309
392891, 1, 20241222130944.914350
392951, 1, 20241222130945.914387
393011, 1, 20241222130946.914432
393071, 1, 20241222130947.914455
393131, 1, 20241222130948.914464
393191, 1, 20241222130949.914503
393251, 1, 20241222130950.914525
393311, 1, 20241222130951.914550
393371, 1, 20241222130952.914588
393431, 1, 20241222130953.914611
393491, 1, 20241222130954.914640
393551, 1, 20241222130955.914650
393611, 1, 20241222130956.914700
393671, 1, 20241222130957.914727
393731, 1, 20241222130958.914756
393791, 1, 20241222130959.914782
393851, 1, 20241222131000.914798
393911, 1, 20241222131001.914860
393971, 1, 20241222131002.914874
394031, 1, 20241222131003.914905
394091, 1, 20241222131004.914915
394151, 1, 20241222131005.914962
394211, 1, 20241222131006.915014
394271, 1, 20241222131007.914996
394331, 1, 20241222131008.915055
394391, 1, 20241222131009.915081
394451, 1, 20241222131010.915116
394511, 1, 20241222131011.915129
394571, 1, 20241222131012.915170
394631, 1, 20241222131013.915209
394691, 1, 20241222131014.915205
394751, 1, 20241222131015.915250
394811, 1, 20241222131016.915276
394871, 1, 20241222131017.915307
394931, 1, 20241222131018.915323
394991, 1, 20241222131019.915351
395051, 1, 20241222131020.915395
395111, 1, 20241222131021.915415
395171, 1, 20241222131022.915441
395231, 1, 20241222131023.915472
395291, 1, 20241222131024.915503
395351, 1, 20241222131025.915544
395411, 1, 20241222131026.915580
395471, 1, 20241222131027.915597
395531, 1, 20241222131028.915622
395591, 1, 20241222131029.915645
395651, 1, 20241222131030.915691
395711, 1, 20241222131031.915705
395771, 1, 20241222131032.915739
395831, 1, 20241222131033.915767
395891, 1, 20241222131034.915798
395951, 1, 20241222131035.915827
396011, 1, 20241222131036.915868
396071, 1, 20241222131037.915870
396131, 1, 20241222131038.915918
396191, 1, 20241222131039.915930
396251, 1, 20241222131040.915966
396311, 1, 20241222131041.916007
396371, 1, 20241222131042.916023
396431, 1, 20241222131043.916059
396491, 1, 20241222131044.916107
396551, 1, 20241222131045.916140
396611, 1, 20241222131046.916151
396671, 1, 20241222131047.916176
396731, 1, 20241222131048.916205
396791, 1, 20241222131049.916243
396851, 1, 20241222131050.916260
396911, 1, 20241222131051.916280
396971, 1, 20241222131052.916321
397031, 1, 20241222131053.916359
397091, 1, 20241222131054.916402
397151, 1, 20241222131055.916435
397211, 1, 20241222131056.916427
397271, 1, 20241222131057.916482
397331, 1, 20241222131058.916500
397391, 1, 20241222131059.916531
397451, 1, 20241222131100.916549
397511, 1, 20241222131101.916596
397571, 1, 20241222131102.916604
397631, 1, 20241222131103.916645
397691, 1, 20241222131104.916698
397751, 1, 20241222131105.916686
397811, 1, 20241222131106.916733
397871, 1, 20241222131107.916766
397931, 1, 20241222131108.916791
397991, 1, 20241222131109.916824
398051, 1, 20241222131110.916836
398111, 1, 20241222131111.916884
398171, 1, 20241222131112.916899
398231, 1, 20241222131113.916934
398291, 1, 20241222131114.916976
398351, 1, 20241222131115.916986
398411, 1, 20241222131116.917022
398471, 1, 20241222131117.917035
398531, 1, 20241222131118.917071
398591, 1, 20241222131119.917095
398651, 1, 20241222131120.917144
398711, 1, 20241222131121.917159
398771, 1, 20241222131122.917191
398831, 1, 20241222131123.917252
398891, 1, 20241222131124.917268
398951, 1, 20241222131125.917288
399011, 1, 20241222131126.917312
399071, 1, 20241222131127.917334
399131, 1, 20241222131128.917351
399191, 1, 20241222131129.917392
399251, 1, 20241222131130.917427
399311, 1, 20241222131131.917453
399371, 1, 20241222131132.917475
399431, 1, 20241222131133.917530
399491, 1, 20241222131134.917565
399551, 1, 20241222131135.917576
399611, 1, 20241222131136.917607
399671, 1, 20241222131137.917625
399731, 1, 20241222131138.917664
399791, 1, 20241222131139.917669
399851, 1, 20241222131140.917718
399911, 1, 20241222131141.917754
399971, 1, 20241222131142.917792
400031, 1, 20241222131143.917821
400091, 1, 20241222131144.917843
400151, 1, 20241222131145.917854
400211, 1, 20241222131146.917888
400271, 1, 20241222131147.917912
400331, 1, 20241222131148.917946
400391, 1, 20241222131149.917971
400451, 1, 20241222131150.917989
400511, 1, 20241222131151.918013
400571, 1, 20241222131152.918049
400631, 1, 20241222131153.918081
400691, 1, 20241222131154.918100
400751, 1, 20241222131155.918167
400811, 1, 20241222131156.918171
400871, 1, 20241222131157.918196
400931, 1, 20241222131158.918217
400991, 1, 20241222131159.918253
401051, 1, 20241222131200.918315
401111, 1, 20241222131201.918306
401171, 1, 20241222131202.918363
401231, 1, 20241222131203.918381
401291, 1, 20241222131204.918402
401351, 1, 20241222131205.918422
401411, 1, 20241222131206.918459
401471, 1, 20241222131207.918477
401531, 1, 20241222131208.918520
401591, 1, 20241222131209.918544
401651, 1, 20241222131210.918617
401711, 1, 20241222131211.918595
401771, 1, 20241222131212.918643
401831, 1, 20241222131213.918695
401891, 1, 20241222131214.918679
401951, 1, 20241222131215.918716
402011, 1, 20241222131216.918747
402071, 1, 20241222131217.918774
402131, 1, 20241222131218.918809
402191, 1, 20241222131219.918836
402251, 1, 20241222131220.918873
402311, 1, 20241222131221.918892
402371, 1, 20241222131222.918958
402431, 1, 20241222131223.918955
402491, 1, 20241222131224.919023
402551, 1, 20241222131225.919024
402611, 1, 20241222131226.919053
402671, 1, 20241222131227.919095
402731, 1, 20241222131228.919169
402791, 1, 20241222131229.919182
402851, 1, 20241222131230.919192
402911, 1, 20241222131231.919214
402971, 1, 20241222131232.919239
403031, 1, 20241222131233.919292
