50955, 1, 20250120085759.932208
51015, 1, 20250120085800.932252
51075, 1, 20250120085801.932267
51135, 1, 20250120085802.932318
51195, 1, 20250120085803.932328
51255, 1, 20250120085804.932379
51315, 1, 20250120085805.932400
51375, 1, 20250120085806.932419
51435, 1, 20250120085807.932445
51495, 1, 20250120085808.932491
51555, 1, 20250120085809.932483
51615, 1, 20250120085810.932534
51675, 1, 20250120085811.932578
51735, 1, 20250120085812.932594
51795, 1, 20250120085813.932614
51855, 1, 20250120085814.932678
51915, 1, 20250120085815.932679
51975, 1, 20250120085816.932717
52035, 1, 20250120085817.932749
52095, 1, 20250120085818.932769
52155, 1, 20250120085819.932807
52215, 1, 20250120085820.932837
52275, 1, 20250120085821.932846
52335, 1, 20250120085822.932888
52395, 1, 20250120085823.932924
52455, 1, 20250120085824.932946
52515, 1, 20250120085825.932965
52575, 1, 20250120085826.933018
52635, 1, 20250120085827.933037
52695, 1, 20250120085828.933059
52755, 1, 20250120085829.933106
52815, 1, 20250120085830.933139
52875, 1, 20250120085831.933149
52935, 1, 20250120085832.933185
52995, 1, 20250120085833.933236
53055, 1, 20250120085834.933264
53115, 1, 20250120085835.933267
53175, 1, 20250120085836.933295
53235, 1, 20250120085837.933317
53295, 1, 20250120085838.933372
53355, 1, 20250120085839.933379
53415, 1, 20250120085840.933420
53475, 1, 20250120085841.933453
53535, 1, 20250120085842.933479
53595, 1, 20250120085843.933516
53655, 1, 20250120085844.933564
53715, 1, 20250120085845.933548
53775, 1, 20250120085846.933593
53835, 1, 20250120085847.933617
53895, 1, 20250120085848.933666
53955, 1, 20250120085849.933677
54015, 1, 20250120085850.933728
54075, 1, 20250120085851.933726
54135, 1, 20250120085852.933767
54195, 1, 20250120085853.933828
54255, 1, 20250120085854.933826
54315, 1, 20250120085855.933851
54375, 1, 20250120085856.933885
54435, 1, 20250120085857.933902
54495, 1, 20250120085858.933942
54555, 1, 20250120085859.933970
54615, 1, 20250120085900.933998
54675, 1, 20250120085901.934027
54735, 1, 20250120085902.934073
54795, 1, 20250120085903.934081
54855, 1, 20250120085904.934117
54915, 1, 20250120085905.934150
54975, 1, 20250120085906.934182
55035, 1, 20250120085907.934202
55095, 1, 20250120085908.934242
55155, 1, 20250120085909.934262
55215, 1, 20250120085910.934299
55275, 1, 20250120085911.934326
55335, 1, 20250120085912.934385
55395, 1, 20250120085913.934385
55455, 1, 20250120085914.934406
55515, 1, 20250120085915.934433
55575, 1, 20250120085916.934465
55635, 1, 20250120085917.934501
55695, 1, 20250120085918.934523
55755, 1, 20250120085919.934550
55815, 1, 20250120085920.934593
55875, 1, 20250120085921.934614
55935, 1, 20250120085922.934673
55995, 1, 20250120085923.934680
56055, 1, 20250120085924.934706
56115, 1, 20250120085925.934722
56175, 1, 20250120085926.934770
56235, 1, 20250120085927.934788
56295, 1, 20250120085928.934824
56355, 1, 20250120085929.934839
56415, 1, 20250120085930.935000
56475, 1, 20250120085931.935038
